Q0010	1	128	1	128	100	-74.887	gi|7493906|pir||S78634	4932	Saccharomyces cerevisiae
Q0010	1	74	5	78	57.8	-30.85	gi|2133226|pir||S72686	4932	Saccharomyces cerevisiae
Q0017	1	53	1	53	100	-33.846	gi|7493901|pir||S78636	4932	Saccharomyces cerevisiae
Q0032	12	96	12	96	88.5	-23.719	gi|7493902|pir||S78638	4932	Saccharomyces cerevisiae
Q0050	1	834	1	834	100	-600.975	gi|567917|gb|AAA67532.1|	4932	Saccharomyces cerevisiae
Q0050	1	834	1	834	100	-600.975	gi|6226520|ref|NP_009310.1|	4932	Saccharomyces cerevisiae
Q0055	1	853	1	831	99.9	-600.975	gi|567917|gb|AAA67532.1|	4932	Saccharomyces cerevisiae
Q0055	1	853	1	831	99.9	-600.975	gi|6226520|ref|NP_009310.1|	4932	Saccharomyces cerevisiae
Q0055	1	854	1	854	100	-600.975	gi|6226521|ref|NP_009309.1|	4932	Saccharomyces cerevisiae
Q0055	107	853	16	775	87.5	-600.975	gi|1334433|emb|CAA24071.1|	4932	Saccharomyces cerevisiae
Q0055	66	854	1	789	92.4	-600.975	gi|141075|sp|P03876|AI2M_YEAST	4932	Saccharomyces cerevisiae
Q0055	70	854	1	785	91.9	-600.975	gi|1334435|emb|CAA24060.1|	4932	Saccharomyces cerevisiae
Q0060	1	403	1	403	100	-280.915	gi|6226522|ref|NP_009308.1|	4932	Saccharomyces cerevisiae
Q0060	1	403	1	415	100	-274.008	gi|7444794|pir||S78646	4932	Saccharomyces cerevisiae
Q0060	47	403	22	378	88.6	-204.237	gi|141076|sp|P03877|AI3M_YEAST	4932	Saccharomyces cerevisiae
Q0070	1	630	1	630	100	-600.975	gi|6226524|ref|NP_009306.1|	4932	Saccharomyces cerevisiae
Q0075	10	354	10	354	97.5	-169.698	gi|6381999|ref|NP_009311.2|	4932	Saccharomyces cerevisiae
Q0075	36	290	214	499	72	-56.871	gi|132470|sp|P12294|ENS2_YEAST	4932	Saccharomyces cerevisiae
Q0075	44	292	115	346	70.3	-71.38	gi|4837716|emb|CAB43023.1|	4932	Saccharomyces cerevisiae
Q0075	44	292	369	600	70.3	-84.503	gi|6226532|ref|NP_009316.1|	4932	Saccharomyces cerevisiae
Q0075	49	289	277	503	68.1	-85.196	gi|6226523|ref|NP_009307.1|	4932	Saccharomyces cerevisiae
Q0075	49	289	45	271	68.1	-63.779	gi|223497|prf||0809311A	4932	Saccharomyces cerevisiae
Q0075	49	289	45	271	68.1	-69.771	gi|3980164|emb|CAA24076.1|	4932	Saccharomyces cerevisiae
Q0075	49	289	49	275	68.1	-68.384	gi|1334438|emb|CAA24064.1|	4932	Saccharomyces cerevisiae
Q0075	49	290	167	416	68.4	-44.665	gi|7544637|gb|AAA32160.2|	4932	Saccharomyces cerevisiae
Q0075	57	292	2	216	66.7	-70.282	gi|7550151|gb|AAB21125.2|	4932	Saccharomyces cerevisiae
Q0075	83	352	10	315	76.3	-57.565	gi|450080|prf||1920370A	4932	Saccharomyces cerevisiae
Q0075	83	352	104	409	76.3	-63.779	gi|7444794|pir||S78646	4932	Saccharomyces cerevisiae
Q0075	83	352	23	328	76.3	-52.266	gi|1334436|emb|CAA24062.1|	4932	Saccharomyces cerevisiae
Q0075	83	352	67	372	76.3	-56.871	gi|141076|sp|P03877|AI3M_YEAST	4932	Saccharomyces cerevisiae
Q0075	83	352	92	397	76.3	-63.086	gi|6226522|ref|NP_009308.1|	4932	Saccharomyces cerevisiae
Q0075	84	289	117	348	58.2	-56.466	gi|1334608|emb|CAA32785.1|	4932	Saccharomyces cerevisiae
Q0075	84	289	260	491	58.2	-66.082	gi|6226531|ref|NP_009317.1|	4932	Saccharomyces cerevisiae
Q0075	85	289	23	217	57.9	-65.389	gi|243425|gb|AAB21126.1|	4932	Saccharomyces cerevisiae
Q0075	85	289	23	217	57.9	-66.082	gi|320873|pir||S26762	4932	Saccharomyces cerevisiae
Q0080	1	48	1	48	100	-9.21	gi|567918|gb|AAA67533.1|	4932	Saccharomyces cerevisiae
Q0080	1	48	1	48	100	-9.567	gi|6226526|ref|NP_009312.1|	4932	Saccharomyces cerevisiae
Q0110	1	423	1	423	100	-405.255	gi|117826|sp|P03873|MBI2_YEAST	4932	Saccharomyces cerevisiae
Q0110	1	423	1	423	100	-407.558	gi|6226530|ref|NP_009318.1|	4932	Saccharomyces cerevisiae
Q0110	144	423	1	280	66.2	-262.495	gi|18996123|emb|CAD24485.1|	4932	Saccharomyces cerevisiae
Q0110	20	423	1	404	95.5	-391.439	gi|7537353|gb|AAA32150.2|	4932	Saccharomyces cerevisiae
Q0115	1	517	1	517	100	-600.975	gi|6226531|ref|NP_009317.1|	4932	Saccharomyces cerevisiae
Q0115	144	517	1	374	72.3	-333.875	gi|1334608|emb|CAA32785.1|	4932	Saccharomyces cerevisiae
Q0120	1	638	1	638	100	-600.975	gi|6226532|ref|NP_009316.1|	4932	Saccharomyces cerevisiae
Q0120	255	638	1	384	60.2	-600.975	gi|4837716|emb|CAB43023.1|	4932	Saccharomyces cerevisiae
Q0130	1	76	1	76	100	-33.152	gi|343758|gb|AAA32146.1|	4932	Saccharomyces cerevisiae
Q0130	1	76	1	76	100	-33.846	gi|13579|emb|CAA28962.1|	4932	Saccharomyces cerevisiae
Q0130	1	76	1	76	100	-33.846	gi|6226533|ref|NP_009319.1|	4932	Saccharomyces cerevisiae
Q0130	1	76	1	76	100	-34.539	gi|13577|emb|CAA28961.1|	4932	Saccharomyces cerevisiae
Q0140	1	398	1	396	100	-194.11	gi|3452511|emb|CAA09218.1|	4932	Saccharomyces cerevisiae
Q0140	1	398	1	398	100	-194.621	gi|6226534|ref|NP_009320.1|	4932	Saccharomyces cerevisiae
Q0143	1	50	1	50	100	-23.026	gi|7493904|pir||S78674	4932	Saccharomyces cerevisiae
Q0160	1	218	1	218	92.8	-148.975	gi|600447|emb|CAA24984.1|	4932	Saccharomyces cerevisiae
Q0160	1	227	172	403	96.6	-121.344	gi|7537353|gb|AAA32150.2|	4932	Saccharomyces cerevisiae
Q0160	1	227	191	422	96.6	-121.344	gi|117826|sp|P03873|MBI2_YEAST	4932	Saccharomyces cerevisiae
Q0160	1	227	191	422	96.6	-122.037	gi|6226530|ref|NP_009318.1|	4932	Saccharomyces cerevisiae
Q0160	1	227	48	279	96.6	-117.432	gi|18996123|emb|CAD24485.1|	4932	Saccharomyces cerevisiae
Q0160	1	235	1	235	100	-162.79	gi|343912|gb|AAA32167.1|	4932	Saccharomyces cerevisiae
Q0160	1	235	1	235	100	-165.786	gi|6226538|ref|NP_009324.1|	4932	Saccharomyces cerevisiae
Q0160	3	224	388	617	94.5	-111.44	gi|6226524|ref|NP_009306.1|	4932	Saccharomyces cerevisiae
Q0160	3	224	64	293	94.5	-95.322	gi|17939864|emb|CAD19502.1|	4932	Saccharomyces cerevisiae
Q0182	1	134	1	134	100	-106.835	gi|4160386|emb|CAA09844.1|	4932	Saccharomyces cerevisiae
Q0255	1	472	1	472	100	-204.93	gi|6226541|ref|NP_009327.1|	4932	Saccharomyces cerevisiae
Q0255	327	467	13	149	29.9	-54.163	gi|2133224|pir||S72685	4932	Saccharomyces cerevisiae
Q0255	51	346	113	384	62.7	-66.082	gi|4837716|emb|CAB43023.1|	4932	Saccharomyces cerevisiae
Q0255	51	346	367	638	62.7	-80.59	gi|6226532|ref|NP_009316.1|	4932	Saccharomyces cerevisiae
Q0255	52	313	94	353	55.5	-52.959	gi|1334608|emb|CAA32785.1|	4932	Saccharomyces cerevisiae
Q0255	52	321	237	512	57.2	-67.132	gi|6226531|ref|NP_009317.1|	4932	Saccharomyces cerevisiae
Q0255	54	318	49	284	56.1	-62.17	gi|3980164|emb|CAA24076.1|	4932	Saccharomyces cerevisiae
Q0255	54	346	281	544	62.1	-94.763	gi|6226523|ref|NP_009307.1|	4932	Saccharomyces cerevisiae
Q0255	54	346	53	316	62.1	-74.376	gi|1334438|emb|CAA24064.1|	4932	Saccharomyces cerevisiae
Q0255	58	318	53	284	55.3	-56.871	gi|223497|prf||0809311A	4932	Saccharomyces cerevisiae
Q0255	61	346	2	258	60.6	-74.039	gi|320873|pir||S26762	4932	Saccharomyces cerevisiae
Q0255	61	346	2	258	60.6	-74.194	gi|243425|gb|AAB21126.1|	4932	Saccharomyces cerevisiae
Q0255	80	345	10	280	56.4	-57.788	gi|450080|prf||1920370A	4932	Saccharomyces cerevisiae
Q0255	80	345	104	374	56.4	-65.166	gi|7444794|pir||S78646	4932	Saccharomyces cerevisiae
Q0255	80	345	23	293	56.4	-53.653	gi|1334436|emb|CAA24062.1|	4932	Saccharomyces cerevisiae
Q0255	80	345	67	337	56.4	-58.481	gi|141076|sp|P03877|AI3M_YEAST	4932	Saccharomyces cerevisiae
Q0255	80	345	92	362	56.4	-64.472	gi|6226522|ref|NP_009308.1|	4932	Saccharomyces cerevisiae
Q0255	81	346	16	254	56.4	-68.384	gi|7550151|gb|AAB21125.2|	4932	Saccharomyces cerevisiae
Q0255	89	455	2	381	77.8	-143.677	gi|76346|pir||QQBY3M	4932	Saccharomyces cerevisiae
Q0255	92	455	5	381	77.1	-140.681	gi|567913|gb|AAA67529.1|	4932	Saccharomyces cerevisiae
Q0297	1	51	1	51	100	-26.245	gi|7493905|pir||S78688	4932	Saccharomyces cerevisiae
YAL001C	1	1160	1	1160	100	-600.975	gi|6319317|ref|NP_009400.1|	4932	Saccharomyces cerevisiae
YAL002W	1	1274	1	1274	100	-600.975	gi|41629668|ref|NP_009399.2|	4932	Saccharomyces cerevisiae
YAL002W	100	1274	2	1176	92.2	-600.975	gi|482148|pir||S40899	4932	Saccharomyces cerevisiae
YAL002W	674	1266	317	973	46.5	-76.091	gi|6323887|ref|NP_013958.1|	4932	Saccharomyces cerevisiae
YAL002W	674	1266	317	974	46.5	-77.595	gi|3680|emb|CAA33413.1|	4932	Saccharomyces cerevisiae
YAL002W	717	1200	542	982	38	-94.629	gi|558251|emb|CAA57607.1|	4932	Saccharomyces cerevisiae
YAL002W	717	1200	542	982	38	-94.629	gi|6320285|ref|NP_010365.1|	4932	Saccharomyces cerevisiae
YAL003W	1	206	1	206	100	-146.267	gi|416932|sp|P32471|EF1B_YEAST	4932	Saccharomyces cerevisiae
YAL003W	1	206	1	206	100	-150.361	gi|6319315|ref|NP_009398.1|	4932	Saccharomyces cerevisiae
YAL003W	121	206	5	90	41.7	-87.498	gi|14277983|pdb|1IJF|B	4932	Saccharomyces cerevisiae
YAL003W	121	206	9	94	41.7	-87.498	gi|12084706|pdb|1G7C|B	4932	Saccharomyces cerevisiae
YAL004W	1	215	1	215	100	-173.387	gi|731263|sp|P39703|YAA4_YEAST	4932	Saccharomyces cerevisiae
YAL005C	1	642	1	639	100	-393.742	gi|6323004|ref|NP_013076.1|	4932	Saccharomyces cerevisiae
YAL005C	1	642	1	642	100	-379.927	gi|6320950|ref|NP_011029.1|	4932	Saccharomyces cerevisiae
YAL005C	1	642	1	642	100	-393.742	gi|6319314|ref|NP_009396.1|	4932	Saccharomyces cerevisiae
YAL005C	1	642	1	642	100	-398.347	gi|312352|emb|CAA31393.1|	4932	Saccharomyces cerevisiae
YAL007C	1	215	1	215	100	-88.191	gi|6319312|ref|NP_009395.1|	4932	Saccharomyces cerevisiae
YAL007C	36	179	25	169	67	-51.35	gi|1177628|emb|CAA62944.1|	4932	Saccharomyces cerevisiae
YAL007C	36	209	25	199	80.9	-62.17	gi|6321238|ref|NP_011315.1|	4932	Saccharomyces cerevisiae
YAL007C	36	215	28	225	83.7	-39.501	gi|6320186|ref|NP_010266.1|	4932	Saccharomyces cerevisiae
YAL007C	37	212	27	210	81.9	-55.485	gi|6321902|ref|NP_011978.1|	4932	Saccharomyces cerevisiae
YAL007C	38	212	26	214	81.4	-54.569	gi|6321436|ref|NP_011513.1|	4932	Saccharomyces cerevisiae
YAL007C	40	212	31	217	80.5	-50.657	gi|6319319|ref|NP_009402.1|	4932	Saccharomyces cerevisiae
YAL007C	43	211	35	209	78.6	-46.968	gi|6323630|ref|NP_013701.1|	4932	Saccharomyces cerevisiae
YAL008W	1	198	1	198	100	-163.484	gi|6319311|ref|NP_009394.1|	4932	Saccharomyces cerevisiae
YAL008W	1	74	1	74	37.4	-59.174	gi|7544701|gb|AAA35074.2|	4932	Saccharomyces cerevisiae
YAL009W	1	259	1	259	100	-244.074	gi|6319310|ref|NP_009393.1|	4932	Saccharomyces cerevisiae
YAL010C	1	125	1	125	25.4	-94.406	gi|7544700|gb|AAA35072.2|	4932	Saccharomyces cerevisiae
YAL010C	1	493	1	493	100	-600.975	gi|551280|emb|CAA56842.1|	4932	Saccharomyces cerevisiae
YAL010C	1	493	1	493	100	-600.975	gi|6319309|ref|NP_009392.1|	4932	Saccharomyces cerevisiae
YAL010C	39	493	1	455	92.3	-600.975	gi|171865|gb|AAC04947.1|	4932	Saccharomyces cerevisiae
YAL011W	1	625	1	625	100	-600.975	gi|37362611|ref|NP_009391.2|	4932	Saccharomyces cerevisiae
YAL011W	1	625	14	638	100	-600.975	gi|171864|gb|AAC04946.1|	4932	Saccharomyces cerevisiae
YAL012W	1	394	1	394	100	-191.115	gi|171863|gb|AAC04945.1|	4932	Saccharomyces cerevisiae
YAL012W	2	394	1	393	99.7	-187.713	gi|27066025|pdb|1N8P|D	4932	Saccharomyces cerevisiae
YAL013W	14	349	14	349	80	-161.286	gi|486970|pir||S36721	4932	Saccharomyces cerevisiae
YAL013W	14	420	14	420	96.9	-218.052	gi|40218373|gb|AAC04944.2|	4932	Saccharomyces cerevisiae
YAL014C	1	192	1	192	75.3	-97.625	gi|486969|pir||S36720	4932	Saccharomyces cerevisiae
YAL014C	1	238	1	238	93.3	-120.245	gi|27316978|gb|AAC04943.2|	4932	Saccharomyces cerevisiae
