Q0130	6	76	22	92	93.4	-29.24	gi|2133448|pir||JC5079	6239	Caenorhabditis elegans
Q0130	6	76	46	116	93.4	-29.24	gi|17556608|ref|NP_497406.1|	6239	Caenorhabditis elegans
YAL002W	13	1274	25	1228	99.1	-389.137	gi|17539114|ref|NP_502332.1|	6239	Caenorhabditis elegans
YAL002W	685	1271	329	818	46.1	-79.204	gi|17535505|ref|NP_496322.1|	6239	Caenorhabditis elegans
YAL002W	716	1251	373	869	42.1	-89.108	gi|32564748|ref|NP_494788.2|	6239	Caenorhabditis elegans
YAL002W	777	1267	405	823	38.5	-110.524	gi|7500295|pir||T16236	6239	Caenorhabditis elegans
YAL002W	777	1267	451	869	38.5	-110.881	gi|17567427|ref|NP_508898.1|	6239	Caenorhabditis elegans
YAL002W	799	1251	57	450	35.6	-86.112	gi|7509059|pir||T34481	6239	Caenorhabditis elegans
YAL002W	802	1233	466	923	33.9	-68.384	gi|17564120|ref|NP_506486.1|	6239	Caenorhabditis elegans
YAL003W	3	206	2	213	99	-126.865	gi|17553634|ref|NP_498737.1|	6239	Caenorhabditis elegans
YAL003W	82	206	161	285	60.7	-88.702	gi|17543344|ref|NP_502816.1|	6239	Caenorhabditis elegans
YAL005C	1	642	1	640	100	-382.229	gi|72214|pir||HHKW7A	6239	Caenorhabditis elegans
YAL005C	1	642	1	640	100	-396.045	gi|17541098|ref|NP_503068.1|	6239	Caenorhabditis elegans
YAL007C	36	210	23	200	81.4	-81.507	gi|17563258|ref|NP_505145.1|	6239	Caenorhabditis elegans
YAL007C	36	211	21	201	81.9	-72.584	gi|17561130|ref|NP_505879.1|	6239	Caenorhabditis elegans
YAL007C	36	212	29	223	82.3	-47.661	gi|17541356|ref|NP_502288.1|	6239	Caenorhabditis elegans
YAL007C	36	214	24	203	83.3	-71.38	gi|17507745|ref|NP_491892.1|	6239	Caenorhabditis elegans
YAL007C	40	169	25	158	60.5	-39.837	gi|17569701|ref|NP_508054.1|	6239	Caenorhabditis elegans
YAL007C	40	211	25	209	80	-76.678	gi|17566114|ref|NP_507861.1|	6239	Caenorhabditis elegans
YAL008W	74	154	30	89	40.9	-5.116	gi|17536073|ref|NP_496404.1|	6239	Caenorhabditis elegans
